Company,Sector,SubSector,Industry,Ticker,FSS Score,FSS Weekly Change,Total Articles,Negative Articles,Z-Score,Receivables to Revenue,Debt to EBITDA,_ebitda,_totalDebt,Quick Ratio,S&P Issuer Credit Rating,Market Capitalization,Current Open Price,52-Week High Price,52-Week Low Price
"Light & Wonder, Inc.",Media & Entertainment,Gaming & Gambling,Gambling Industries,LNW,0.0963199999999999,-0.2333333333333333,426.0,31.46,626294.3869,0.2209,4.0242,1283.0,5163.0,1.3873,,6489410030.14755,84.44,84.44,82.0
Commercial National Financial Corp. (Pennsylvania),Financial Services,Banking,Savings Institutions,CNAF,0.0651344444444444,-2.0766666666666667,5.0,0.0,40791.9684,,8.4219,4.591,38.665,,,23256644.103,8.2,8.2,8.181
First Busey Corp.,Financial Services,Banking,Commercial Banking,BUSE,0.1856311111111111,0.1188888888888889,142.0,35.21,85227.8114,,1.2265,289.176,354.666,,,2220996221.6,26.67,26.72,26.1
"Cracker Barrel Old Country Store, Inc.",Hospitality,Food & Drink,Restaurants/Caterers,CBRL,0.7815255555555556,-1.6144444444444446,1262.0,70.84,247443.9078,0.0137,2.456,197.326,484.635,0.21184,,701151591.51,31.21,31.8,30.52
Tejon Ranch Co.,Agriculture,Other Agriculture,Farming,TRC,0.2567944444444444,-1.3955555555555554,91.0,48.35,2032910.5946,0.192,-48.4487,-1.939,93.942,3.78451,,526086651.05,20.06,20.07,19.37
"Purple Innovation, Inc.",Consumer Goods,Apparel & Textiles,Textile Furnishings,PRPL,0.1482322222222222,-0.21,42.0,35.71,102321.7703,0.0881,44.2213,2.517,111.305,0.7584,,55584230.88,0.519,0.5298,0.4934
"Pattern Group, Inc.",Retail,E-commerce,E-commerce,PTRN,0.1809233333333333,0.3522222222222222,103.0,42.72,4642550.9821,0.0708,0.0,48.683,0.0,1.47054,,2836932003.4,15.79,16.297,15.55
Waystar Holding Corp.,Healthcare,Other Healthcare,Healthcare Information Technologies,WAY,0.1002144444444444,1.5144444444444445,134.0,24.63,1201426.7478,0.1669,3.4999,420.838,1472.903,1.41433,,3817076530.9,21.185,21.2382,19.729
Agenus Inc,Software & Technology,Other Software & Technology,Biotechnology Services,AGEN,0.2081144444444444,-4.224444444444444,133.0,50.38,163167.5853,0.0614,-30.6704,-10.556,323.757,0.41249,,135415686.04,3.61,3.67,3.2
"Keros Therapeutics, Inc.",Healthcare,Biotech & Research,Biological Therapy,KROS,0.1679422222222222,-2.2144444444444447,124.0,43.55,3216361.2951,0.7724,-0.0,-209.604,0.0,21.4533,,237651922.37,12.05,12.21,11.5501
"Valvoline, Inc.",Materials,Chemicals,Chemicals,VVV,0.2355244444444444,0.8755555555555555,232.0,43.97,1132127.0378,0.0524,2.8246,466.8,1318.5,0.57887,,4399994725.5,35.63,35.63,34.28
"Ramaco Resources, Inc.",Energy,Fuel & Mining,Coal Mining,METC,0.2719455555555555,3.541111111111111,925.0,57.08,863362.232,0.1013,38.4361,12.199,468.882,4.66165,,945384047.28,14.85,15.7,14.63
National Research Corp.,Professional Services,Marketing & Research,Market Research/Opinion Polling,NRC,0.0948611111111111,-1.3244444444444443,59.0,22.03,2092826.9956,0.0857,2.6178,30.195,79.045,0.55186,,421661582.16,18.73,18.93,18.25
CTS Corp.,Manufacturing,Instruments & Electronics,Environmental Control Systems,CTS,0.2215466666666666,-1.6733333333333331,85.0,49.41,4963689.2485,0.1751,0.4849,118.576,57.5,1.822,,1758178035.9,61.95,61.95,60.67
"Alta Equipment Group, Inc.",Retail,Specialty Retail,Specialty Retailing,ALTG,0.2566366666666667,-1.5944444444444446,54.0,48.15,93323.7234,0.1017,6.7632,155.0,1048.3,0.47859,,209203522.2,7.18,7.305,6.32
Farmers & Merchants Bank of Long Beach,Financial Services,Banking,Commercial Banking,FMBL,0.0447877777777777,3.0933333333333337,27.0,22.22,60162.0255,,,,883.234,,,1021824700.0,8400.0,8475.0,8375.0
"CarParts.com, Inc.",Retail,Auto Retail,Automotive Parts/Tire Retailing,PRTS,0.2114311111111111,-2.0433333333333334,90.0,37.78,290904.7228,0.0129,-1.5513,-21.923,34.01,0.49086,,63696951.687,0.86,0.86,0.774
JetBlue Airways Corp.,Transportation,Air,Low Cost Airlines,JBLU,0.5985555555555555,0.8088888888888889,1183.0,71.6,76619.7651,0.0411,24.28,350.0,8498.0,0.69173,,1845213714.24,4.95,5.205,4.93
Steven Madden Ltd.,Consumer Goods,Apparel & Textiles,Footwear,SHOO,0.1793422222222222,-1.0766666666666669,157.0,34.39,1627446.7903,0.1592,1.6127,145.199,234.166,1.11028,,2842292606.04,40.95,40.97,38.79
"Playboy, Inc.",Consumer Goods,Personal Care & Beauty,Personal Care Products/Appliances,PLBY,0.3636733333333333,0.1466666666666666,73.0,69.86,437403.0836,0.0484,66.224,2.63,174.169,0.82349,,199746017.98,1.86,1.88,1.691
"Cadiz, Inc.",Agriculture,Other Agriculture,Farming,CDZIP,0.1714266666666666,-1.6555555555555554,62.0,45.16,2332866.8734,0.4773,-2.579,-22.035,56.828,1.58031,,390885005.62,20.85,20.85,20.25
"Consensus Cloud Solutions, Inc.",Software & Technology,Cloud & Infrastructure,Cloud Computing,CCSI,0.1519755555555555,-0.5922222222222222,64.0,26.56,518114.593,0.0677,3.3052,168.939,558.369,1.78765,,561321454.5,33.27,33.97,30.01
Cathay General Bancorp,Financial Services,Banking,Commercial Banking,CATY,0.1024311111111111,1.0244444444444445,107.0,26.17,107689.1777,,0.3318,411.994,136.718,,,3823703494.0,57.57,57.575,56.12
"CBB Bancorp, Inc.",Financial Services,Banking,Commercial Banking,CBBI,0.0760022222222222,0.5455555555555555,20.0,25.0,,,,,,,,120228284.28,11.59,11.59,11.355
"RadNet, Inc.",Healthcare,Other Healthcare,Medical Laboratory Services,RDNT,0.1612888888888889,0.18,190.0,32.11,983722.4505,0.1044,4.4852,243.004,1089.919,1.75902,,4375377688.5,63.45,63.45,55.71
"CompuMed, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,CMPD,0.5735971830985915,-4.152112676056338,2.0,100.0,8291359.2851,0.1792,,,0.224,0.67391,,8705994.75,6.75,6.75,6.75
Daily Journal Corp.,Media & Entertainment,Publishing,Newspaper Publishing,DJCO,0.2670311111111111,-3.542222222222222,73.0,56.16,2589004.8563,0.2396,2.346,9.785,22.956,13.89445,,677701451.8,500.58,507.475,485.53
Zevia PBC,Consumer Goods,Food & Beverage,Soft Drinks,ZVIA,0.1464222222222222,2.767777777777778,72.0,34.72,5323604.0176,0.0689,-0.0,-9.006,0.0,1.35005,,111626982.7,1.51,1.515,1.43
"Banc of California, Inc.",Financial Services,Banking,Commercial Banking,BANC,0.1181377777777777,-0.0955555555555555,163.0,32.52,57613.3992,,2.4582,531.443,1306.374,,,3001281392.2,19.1,19.11,18.76
"The Honest Co., Inc.",Consumer Goods,Personal Care & Beauty,Personal Care Products/Appliances,HNST,0.21287,1.7066666666666666,105.0,45.71,3898515.3928,0.0909,0.0,10.923,0.0,2.55676,,362158643.35,3.52,3.57,3.28
KB Home,Construction,Building Construction,Residential Building Construction,KBH,0.1339222222222222,0.7833333333333333,374.0,34.49,646908.2106,0.0562,2.808,602.906,1692.977,,,2996662000.0,49.7,49.71,47.83
Korn Ferry,Professional Services,Consulting,Human Resources Consulting,KFY,0.2180533333333333,0.7966666666666667,187.0,45.45,1038959.8632,0.2186,0.8934,448.726,400.875,1.83146,,3454123381.59,67.72,67.73,66.52
"System1, Inc.",Media & Entertainment,Advertising & Marketing,Digital Marketing Services,SST,0.2636088888888889,1.6933333333333334,50.0,50.0,60030.3083,0.1829,-31.9664,-8.494,271.523,1.27958,,37906812.2,3.6,4.2,3.6
"BlaqClouds, Inc.",Energy,Oil & Gas,Support Activities for Oil/Gas,BCDS,0.5050688888888889,0.1522222222222222,68.0,77.94,1490370.7473,,-7.1819,-0.15397,1.1058,0.00052,,7509661.6144,0.00665,0.0095,0.0064
InterGroup Corp.,Real Estate,Real Estate Services,Real Estate Services/Transactions,INTG,0.3775133333333333,0.021111111111111,39.0,61.54,249975.7797,0.0082,13.8146,14.267,197.093,,,79248186.56,37.7,38.57,36.61
"Hope Bancorp, Inc.",Financial Services,Banking,Commercial Banking,HOPE,0.1430733333333333,0.2033333333333333,56.0,35.71,57309.2457,,0.8916,124.453,110.962,,,1551964039.62,12.46,12.52,12.12
"MediaAlpha, Inc.",Media & Entertainment,Advertising & Marketing,Digital Marketing Services,MAX,0.2601244444444444,-1.9533333333333336,208.0,46.63,877947.5233,0.1105,0.9413,162.9684,153.409,1.18101,,555542260.02,8.99,9.25,8.85
"Ispire Technology, Inc.",Software & Technology,Electronics,Electronic Cigarettes,ISPR,0.2114866666666666,-1.086666666666667,39.0,46.15,559236.2557,0.3152,-0.0543,-35.92529,1.95213,0.89782,,94709003.4,1.75,1.8168,1.62
"Starco Brands, Inc.",Other,Miscellaneous Services,Direct Marketing,STCB,0.1767666666666666,-3.8933333333333335,22.0,45.45,341610.7543,0.1265,-0.7966,-7.75046,6.17431,0.29892,,23525760.99,0.032,0.032,0.03
"Atomera, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,ATOM,0.1363666666666666,-0.6711111111111112,60.0,35.0,70923117.7708,0.8308,-0.0209,-20.138,0.42,9.801,,320572620.0,8.15,8.88,8.1
"Churchill Downs, Inc.",Media & Entertainment,Gaming & Gambling,Gambling Industries,CHDN,0.2972877777777777,0.671111111111111,201.0,56.72,556540.6079,0.0378,5.2371,984.9,5158.0,0.58816,,6005782562.36,88.28,88.915,85.56
"Sypris Solutions, Inc.",Manufacturing,Automotive,Motor Vehicle Parts,SYPR,0.3376466666666667,0.1199999999999999,28.0,60.71,453793.1227,0.1088,2.1383,6.108,13.061,0.39438,,75476506.4,3.31,3.48,3.21
"Humana, Inc.",Healthcare,Healthcare Services,Health Maintenance Organizations,HUM,0.2104244444444444,1.0422222222222222,641.0,43.99,632180.1783,,2.9241,4230.0,12369.0,,,32928066990.0,272.08,283.93,271.8
"CEA Industries, Inc.",Software & Technology,Digital Services,Agriculture Technology,BNC,0.4275699999999999,1.7777777777777777,260.0,61.92,32345390.783,0.2249,,,0.0,4.16806,,136837732.79,3.2,3.3,3.1017
"Yum! Brands, Inc.",Hospitality,Food & Drink,Restaurants/Caterers,YUM,0.5358188888888888,1.663333333333333,1405.0,63.27,1601209.7391,0.1163,4.0844,2916.0,11910.0,1.34565,,41423110448.58,151.67,151.95,149.39
"Texas Roadhouse, Inc.",Hospitality,Food & Drink,Restaurants/Caterers,TXRH,0.1730544444444444,-0.4711111111111111,381.0,41.99,3465597.2026,0.0365,0.004,681.729,2.7,0.44663,,12064013537.1,177.4,183.73,176.94
"Creative Realities, Inc.",Software & Technology,Software,Applications Software,CREX,0.5253188888888889,-1.3322222222222222,98.0,69.39,596554.0599,0.2085,5.178,5.016,25.973,0.47781,,39521582.32,3.71,3.84,3.7
"TreeCon Resources, Inc.",Agriculture,Forestry,Forestry/Logging,TCOR,,,,,754884.8115,0.0944,,,3.46344,,,14134665.0,0.63,0.63,0.625
"BWX Technologies, Inc.",Manufacturing,Industrial Machinery,Turbines,BWXT,0.1543833333333333,0.9155555555555556,370.0,40.27,3812900.8637,0.1046,4.6477,433.762,2015.983,2.25265,,19312368009.2,201.65,212.1,199.23
"Bank of the James Financial Group, Inc.",Financial Services,Banking,Commercial Banking,BOTJ,0.0873855555555555,-1.0922222222222224,19.0,21.05,66119.5198,,0.7159,12.287,8.796,,,105678041.88,23.45,23.45,23.15
"Zumiez, Inc.",Retail,Clothing & Fashion Retail,Clothing Retail,ZUMZ,0.10586,-1.7866666666666668,93.0,27.96,784203.4758,0.0144,0.0,25.79,0.0,1.13004,,399815078.74,24.98,25.125,23.105
"Accuray, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,ARAY,0.2289466666666666,0.1622222222222222,137.0,40.15,62892.4835,0.2123,9.7591,13.989,136.52,0.91622,,40780754.9888,0.3575,0.3838,0.34
"First Business Financial Services, Inc.",Financial Services,Banking,Commercial Banking,FBIZ,0.1105833333333333,4.768888888888889,79.0,31.65,75064.3888,,0.7246,75.639,54.805,,,464183834.66,56.49,56.59,55.055
"MGE Energy, Inc.",Energy,Power Generation,Electric Power Generation,MGEE,0.0825444444444444,2.6777777777777776,132.0,16.67,903112.9031,0.0949,3.2562,284.977,927.953,0.55398,,2786825645.43,73.87,74.44,73.23
Alliant Energy Corp.,Energy,Utilities,Electric Utilities,LNT,0.0759277777777777,1.1266666666666667,383.0,24.54,636032.5905,0.085,6.5772,1871.0,12306.0,0.66368,,18717336871.39,72.14,72.76,72.055
"GLOBALFOUNDRIES, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,GFS,0.1579344444444444,-0.8033333333333333,556.0,36.51,4733446.5549,0.2246,0.8282,2061.0,1707.0,1.95439,,41125748835.6,75.3,76.98,73.56
"Annovis Bio, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,ANVS,0.1699022222222222,-0.0422222222222222,147.0,39.46,10758670.6013,,-0.0,-26.69493,0.0,3.58816,,82806014.52,2.3,2.4705,2.262
"Neuronetics, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,STIM,0.2086411111111111,-2.2666666666666666,75.0,46.67,527279.3591,0.1148,-2.3556,-27.936,65.807,1.87491,,104729699.2,1.66,1.66,1.5
"TELA Bio, Inc.",Healthcare,Biotech & Research,Biological Therapy,TELA,0.2712311111111111,-0.7177777777777778,82.0,57.32,448375.3076,0.1457,-1.0108,-40.683,41.124,4.18579,,43427426.7528,1.02,1.06,0.9626
CubeSmart,Real Estate,REITs,Specialty REITs,CUBE,0.1849577777777777,1.2433333333333334,132.0,40.91,1413272.3717,0.0086,4.8711,712.022,3468.341,,,9242204376.6,40.6,40.975,40.39
"Vishay Intertechnology, Inc.",Software & Technology,Hardware & Semiconductors,Passive Components,VSH,0.2181555555555555,-1.7233333333333332,234.0,44.44,1366329.8559,0.1368,2.7987,323.373,905.019,1.73097,,4740545335.05,34.42,35.33,34.42
Annabidiol Corp.,Telecommunications,Telecom Services,Integrated Communications Providers,ACBD,,,,,142108.3436,0.1028,,,99.674,0.22931,,33759857.04,0.84,0.84,0.84
"MiMedx Group, Inc.",Healthcare,Biotech & Research,Biological Therapy,MDXG,0.1321922222222222,0.0455555555555555,87.0,29.89,3694893.0189,0.1808,0.2281,78.768,17.967,3.92324,,530246802.36,3.58,3.64,3.495
"Paid, Inc.",Software & Technology,Software,Applications Software,PAYD,0.3980777777777777,-1.5688888888888888,13.0,69.23,2893840.2862,0.0104,-0.0,-0.18858,0.0,0.75207,,16470263.55,1.95,1.95,1.95
"Smith & Wesson Brands, Inc.",Manufacturing,Aerospace & Defense,Firearms,SWBI,0.2592322222222222,-3.2255555555555557,79.0,50.63,2054024.0076,0.1178,2.1053,54.387,114.5,1.3119,,640709928.0,14.59,14.635,14.3
"Xcelerate, Inc.",Healthcare,Dental & Vision,Dental Care,XCRT,0.5109,0.0,3.0,66.67,2191884.1533,0.2428,,,1.9893,0.47767,,8602032.2256,0.0185,0.0198,0.0185
"The Andersons, Inc.",Consumer Goods,Food & Beverage,Food/Beverage Wholesalers,ANDE,0.1368933333333333,-2.21,175.0,35.43,592607.0068,0.0593,3.3526,260.34,872.811,0.59967,,2437589328.48,72.46,73.49,71.045
"Regional Brands, Inc.",Financial Services,Holding Companies,Shell Company,RGBD,0.1124155555555555,3.5055555555555555,1.0,0.0,1653887.4321,,1.8403,2.92243,5.37809,1.36174,,22111826.2127023,16.92575814,16.92575814,16.92575814
"Globe Life, Inc.",Financial Services,Insurance,Life Insurance,GL,0.0685633333333333,-0.2433333333333333,285.0,15.09,288572.5078,,1.2671,2072.009,2625.449,,,11946422927.46,153.33,155.0,152.81
Booz Allen Hamilton Holding Corp.,Professional Services,Consulting,Management Consulting,BAH,0.2467277777777778,1.498888888888889,357.0,44.26,859595.9157,0.1896,2.7997,1428.0,3998.0,1.79469,,9038549455.55,76.99,76.99,74.59
Gladstone Investment Corp.,Financial Services,Investment Management,Business Development Companies/Venture Capital Trusts,GAIN,0.1094255555555555,2.2244444444444444,77.0,27.27,776629.099,0.054,4.9925,91.279,455.709,,,656664235.83,16.68,16.69,16.49
Gladstone Capital Corp.,Financial Services,Investment Management,Investment Trusts,GLAD,0.0688222222222222,1.2355555555555555,50.0,24.0,646129.1598,0.1177,8.8008,45.207,397.856,,,437401815.84,19.84,19.875,19.36
"Hilton Worldwide Holdings, Inc.",Hospitality,Lodging,Hotels/Motels,HLT,0.3235244444444444,1.4111111111111112,999.0,54.25,1944681.9642,0.1404,4.1584,2973.0,12363.0,0.6646,,71829890817.16,314.58,316.87,312.69
Primis Financial Corp.,Financial Services,Banking,Commercial Banking,FRST,0.1160466666666666,-1.988888888888889,63.0,20.63,57944.3235,,1.2488,91.677,114.487,,,350029377.36,14.45,14.545,14.11
Claritev Corp.,Healthcare,Healthcare Services,Healthcare Provision,CTEV,0.1274855555555555,-0.9344444444444444,137.0,32.85,59909.2801,0.1322,8.1416,564.399,4595.13,0.85847,,505466943.85,27.0,31.7,27.0
"Lithia Motors, Inc.",Retail,Auto Retail,Motor Vehicle Dealing,LAD,0.1708411111111111,0.9322222222222224,233.0,40.34,211996.3767,0.0301,7.6897,1927.5,14821.9,0.25959,,6537744419.4,294.64,294.9,286.41
"Henry Schein, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,HSIC,0.1190322222222222,0.1077777777777778,247.0,23.48,591658.6227,0.1252,2.8875,1076.0,3107.0,0.7627,,7859117065.43,70.95,71.27,68.7
"Sharps Technology, Inc.",Healthcare,Medical Devices,Diagnostic/Therapeutic Devices,STSS,0.1543422222222222,2.028888888888889,73.0,41.1,9117853.8111,,-0.7387,-5.09499,3.76362,0.2519,,80808953.39,2.03,2.135,2.0
"Robinhood Markets, Inc.",Financial Services,Securities & Trading,Security Brokering/Dealing,HOOD,0.1535966666666666,1.1166666666666667,1796.0,42.82,1505180.5038,4.118,5.1534,2256.0,11626.0,1.26186,,72742798504.46,76.79,81.14,74.8
"Pacific Biosciences of California, Inc.",Healthcare,Biotech & Research,Genomics,PACB,0.1103833333333333,-0.3722222222222223,149.0,28.86,324262.694,0.2215,-4.8838,-132.148,645.382,4.47292,,420865287.24,1.422,1.4497,1.35
"AN2 Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,ANTX,0.1520011111111111,0.1788888888888889,59.0,38.98,11466734.7204,,-0.0,-38.109,0.0,6.87351,,169898972.4,4.48,4.8,4.4601
"Sidus Space, Inc.",Manufacturing,Aerospace & Defense,Aerospace Products/Parts,SIDU,0.1994366666666666,-3.3433333333333333,233.0,45.92,12770374.2734,0.6128,-0.7366,-13.52481,9.96241,1.54804,,302434553.96,3.54,3.95,3.45
"Nuclear Diamond Batteries, Inc.",Consumer Goods,Tobacco & Cannabis,Batteries,NDBI,0.5970344444444444,0.1722222222222222,2.0,100.0,36875321719.2959,,-0.128,-0.01821,0.00233,0.65236,,143199166.0,2.0,2.0,2.0
"The Hackett Group, Inc.",Software & Technology,IT Services,IT Consulting,HCKT,0.3082511111111111,-1.7266666666666668,104.0,54.81,1132850.117,0.1947,2.3513,32.245,75.818,1.71988,,261208758.19,10.63,10.69,10.2
"Non-Invasive Monitoring Systems, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,NIMU,0.1849366666666667,-1.3111111111111111,7.0,57.14,6729637.0258,,-2.8249,-0.177,0.5,0.21118,,8514586.025,0.06,0.06,0.0506
Carnival Corp.,Media & Entertainment,Sports,Marine Passenger Transport,CCL,0.3537944444444444,1.652222222222222,1370.0,58.1,479969.0779,0.0255,3.7124,7176.0,26640.0,0.28368,,31520165393.28,25.86,26.0,24.995
"OPKO Health, Inc.",Healthcare,Pharmaceuticals,Drug Discovery/Development,OPK,0.1728833333333333,-0.2166666666666666,126.0,38.89,764205.3874,0.2078,-2.7407,-127.358,349.05,3.51833,,845703326.72,1.13,1.14,1.11
"Douglas Elliman, Inc.",Real Estate,Real Estate Services,Real Estate Agents/Brokers,DOUG,0.3796255555555555,0.6188888888888888,91.0,58.24,389517.6262,0.0248,-0.0,-16.547,0.0,1.63472,,169085312.52,2.0,2.09,1.82
"NextNRG, Inc.",Energy,Energy Equipment,Electric Vehicle Charging Equipment,NXXT,0.2165433333333333,-0.4077777777777778,225.0,46.67,885996.2389,0.0581,-3.2155,-9.70354,31.20189,0.09408,,51850671.7312,0.3401,0.355,0.3308
International Media Acquisition Corp.,Financial Services,Holding Companies,Shell Company,IMAQ,0.19341,-4.086666666666667,16.0,50.0,2791690.8165,,-5.4124,-0.94315,5.10471,0.03809,,70416918.2,10.23,10.3,10.23
Athena Bitcoin Global,Media & Entertainment,News & Social,Social Media Platforms/Tools,ABIT,0.3647922222222222,3.793333333333333,21.0,80.95,260202.6182,0.0047,0.3526,27.464,9.684,0.9014,,24570057.27,0.0084,0.0106,0.0056
"Rhino Bitcoin, Inc.",Software & Technology,AI & Emerging Tech,Cryptocurrency Exchanges,RHNO,0.4982599999999999,-1.2133333333333334,7.0,85.71,1820119732.6635,0.317,-0.0,-0.43374,0.0,3.9509,,741911140.0,10.0,10.0,10.0
World Kinect Corp.,Media & Entertainment,Sports,Freight Transport/Logistics,WKC,0.2255122222222222,-1.4277777777777778,172.0,43.02,183496.2324,0.0598,2.137,326.2,697.1,0.92022,,1395841158.18,27.21,27.49,27.04
PennantPark Floating Rate Capital Ltd.,Financial Services,Investment Management,Investment Trusts,PFLT,0.1163933333333333,2.063333333333333,106.0,34.91,282900.1632,0.0594,16.4472,108.029,1776.77,,,867164411.04,8.87,8.955,8.72
"Pulse Biosciences, Inc.",Healthcare,Medical Devices,Medical Devices/Apparatus,PLSE,0.2429744444444444,-1.2077777777777778,169.0,53.25,56258758.2645,0.7829,-0.0,-73.368,0.0,10.5118,,1301734278.36,19.26,20.23,19.0
Royal Caribbean Group,Media & Entertainment,Sports,Marine Passenger Transport,RCL,0.3478977777777778,-2.2244444444444444,1624.0,55.23,1342387.7659,0.0177,3.2141,6641.0,21345.0,0.16151,,70658648903.88,271.27,271.27,261.61
"TGI Solar Power Group, Inc.",Financial Services,Holding Companies,Shell Company,TSPG,0.0811177777777777,1.8233333333333333,12.0,41.67,39714062.6105,,-0.0647,-0.22114,0.0143,0.01221,,5967626.3675,0.0034,0.0038,0.0032
"Varonis Systems, Inc.",Software & Technology,Software,Software,VRNS,0.2613011111111111,4.197777777777778,1051.0,55.66,1616889.3015,0.3894,-3.3699,-134.205,452.259,1.97062,,3214796200.0,28.44,28.935,27.42
"Veru, Inc.",Consumer Goods,Personal Care & Beauty,Personal Care Products/Appliances,VERU,0.2312022222222222,-2.411111111111111,110.0,50.0,1850150.8191,,-0.0,-35.37882,0.0,2.42964,,35471207.2,2.26,2.28,2.19
"Watsco, Inc.",Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,WSO,0.2157433333333333,1.3811111111111112,153.0,38.56,6402894.9854,0.11,0.0216,736.334,15.912,2.18489,,17431097633.92,420.3,427.31,418.0
"Balance Labs, Inc.",Professional Services,Consulting,Management Consulting,BLNC,0.2326744444444444,-0.3311111111111111,5.0,60.0,8433208.3474,,-9.3483,-0.27129,2.5361,0.0185,,72621094.45,1.55,1.55,1.55
Siebert Financial Corp.,Financial Services,Securities & Trading,Security Brokering/Dealing,SIEB,0.1730144444444444,1.36,223.0,44.39,99256.2067,1.0922,9.9436,19.029,189.216,1.1489,,72056047.36,1.77,1.775,1.76
"BankUnited, Inc.",Financial Services,Banking,Savings Institutions,BKU,0.12846,-5.118888888888889,139.0,45.32,63220.923,,0.5736,557.441,319.74,,,3370251078.18,47.68,47.68,46.19
"Horizon Bancorp, Inc. (Indiana)",Financial Services,Banking,Commercial Banking,HBNC,0.0980955555555555,-0.4644444444444444,181.0,30.39,97134.4058,,-1.6323,-155.858,254.414,,,930608621.32,18.51,18.72,18.095
HFB Financial Corp.,Financial Services,Banking,Commercial Banking,HFBA,,,,,,,,,27.653,,,38255557.5,33.8,33.8,33.75
"Orange County Bancorp, Inc.",Financial Services,Banking,Commercial Banking,OBT,0.1175922222222222,-0.5311111111111111,103.0,17.48,116807.295,,0.4417,44.352,19.591,,,452509537.5,34.002,34.59,33.62
Permian Resources Corp.,Energy,Oil & Gas,Oil/Gas Exploration,PR,0.1244333333333333,-3.3511111111111114,149.0,40.94,1326036.1149,0.1577,1.0168,3503.221,3561.911,0.78205,,16871355698.6,20.11,20.36,19.91
Dawson Geophysical Co.,Energy,Oil & Gas,Support Activities for Oil/Gas,DWSN,0.2200755555555555,3.001111111111111,17.0,47.06,4757674.4032,0.1397,1.5075,1.673,2.522,1.46435,,107753354.8,3.23,3.6194,3.185
Juniata Valley Financial Corp.,Financial Services,Banking,Commercial Banking,JUVF,0.1319877777777778,-0.6177777777777778,9.0,33.33,52252.7977,,1.3011,12.394,16.126,,,72969800.0,14.8743,14.877,14.5
Waters Corp.,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,WAT,0.1033288888888888,0.4233333333333333,392.0,27.04,8150531.3692,0.2619,1.3978,1006.905,1407.445,1.2709,,34168462452.37,356.31,356.99,345.36
"Global Self Storage, Inc.",Financial Services,Investment Management,Investment Trusts,SELF,0.1876455555555555,-0.1555555555555554,35.0,37.14,2082925.4521,0.0093,3.4182,4.61813,15.78587,,,60877831.56,5.3,5.3514,5.25
KLA Corp.,Software & Technology,Hardware & Semiconductors,Semiconductors,KLAC,0.1068166666666666,0.6333333333333333,523.0,28.3,12713286.4205,0.1949,1.0828,5434.327,5884.257,1.83236,,241032595473.99,1852.75,1897.49,1843.589
"Corsair Gaming, Inc.",Software & Technology,Software,Games Software,CRSR,0.1277811111111111,0.2333333333333332,89.0,26.97,817871.507,0.1588,2.1528,56.366,121.342,0.8403,,845438289.01,7.86,8.27,7.77
Sono-Tek Corp.,Manufacturing,Industrial Machinery,Compressors/Hydraulic Equipment,SOTK,0.2448944444444444,3.35,55.0,54.55,8051683.0249,0.1145,0.0,1.71058,0.0,2.64502,,75409867.2,5.0,5.185,4.7609
A. O. Smith Corp.,Energy,Oil & Gas,Boilers/Tanks/Vessels,AOS,0.0965111111111111,-0.518888888888889,223.0,27.35,3766696.2275,0.152,0.1905,813.7,155.0,0.94168,,8065731076.48,58.66,59.09,58.35
"Artisan Partners Asset Management, Inc.",Financial Services,Investment Management,Asset Management,APAM,0.1572944444444444,-0.8600000000000001,138.0,44.93,1606692.6538,0.1381,0.4624,409.009,189.14,,,3048582428.82,37.93,38.09,37.565
Brady Corp.,Manufacturing,Instruments & Electronics,Security Systems,BRC,0.09365,-0.1044444444444444,125.0,16.8,3995084.6173,0.1532,0.3426,291.182,99.766,1.27434,,3609166740.38,78.4,78.4,76.26
"Fiserv, Inc.",Software & Technology,Electronics,Electronic Payment Systems,FISV,0.38221,-3.3744444444444444,1604.0,64.71,320243.3775,0.8791,3.2732,8859.0,28997.0,1.03198,,29003684298.54,54.99,55.26,54.13
MGIC Investment Corp.,Financial Services,Insurance,Mortgage Insurance,MTG,0.1037122222222222,2.2977777777777777,191.0,20.42,2219896.6444,,0.6605,978.209,646.138,,,5519895994.8,26.85,26.85,25.93
"Rockwell Automation, Inc.",Energy,Electrical,Industrial Electrical Equipment,ROK,0.1055544444444444,1.0677777777777775,830.0,31.45,4030225.7016,0.2315,2.0062,1607.0,3224.0,0.77329,,50814363376.98,453.92,462.0,453.12
Regal Rexnord Corp.,Energy,Electrical,Electrical Components/Equipment,RRX,0.1424511111111111,0.6733333333333333,225.0,31.56,1192740.8937,0.0883,3.9504,1212.2,4788.7,1.0999,,14068147862.09,213.85,217.21,209.97
